,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
4186,4186,1.0,0.8375,"car, tesla, driver, self, one, like, get, road, drive, cars", 1 the driver was drunk and high and left his seat 2 tesla are not self driving without supervision 3 the car will stop if on autopilot and the driver doesn't respond within 1 minute last i checked no other cruise control turns itself off learn something 
4187,4187,1.0,0.878,"car, tesla, driver, self, one, like, get, road, drive, cars", hmmm but autopilot doesnt work if theres no butt in the drivers seat how can cops conclude that 1 autopilot was engaged and that 2 nobody was driving at time of impact is it possible that there was a 3rd person who left the scene 
4188,4188,1.0,0.3381,"car, tesla, driver, self, one, like, get, road, drive, cars", boats for decades have autopilot to keep a fixed heading its pretty obvious this isnt self-driving boats at some point the operator needs to take responsibility for their actions
4189,4189,2.0,0.8776,"self, tesla, full, fsd, people, like, cars, driver, car, tsla"," they may not have officially stated that auto-pilot is ""self-driving"" but the way they market their autopilot especially its insane pricing the argument can be made they are at least a little deceptive with this ""feature"" "
4190,4190,2.0,0.6498,"self, tesla, full, fsd, people, like, cars, driver, car, tsla"," yup by calling it autopilot they falsely imply self-driving in airplanes and ships autopilot means keeping course and speed if autopilot is more than just cruise control in cars then it must be able to navigate roads otherwise call it ""ad-free cruise control"" or something "
4191,4191,1.0,0.748,"car, tesla, driver, self, one, like, get, road, drive, cars", if autopilot was not engaged how do you explain the finding that no one was at the drivers seat how was the car driving with no one pressing on the pedals 
4192,4192,1.0,0.8838,"car, tesla, driver, self, one, like, get, road, drive, cars", there is always supposed to be a driver in the driver's seat monitoring the vehicle when in autopilot mode it's not yet meant to be fully self driving autopilot is an upgraded version of cruise control the person who should have been driving is the only one liable 
4193,4193,2.0,0.8986,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","easy to blame drivers when teslas crash with no one at the wheel but it's a direct result of elon musk creating the false impression that his cars are close to self-driving and are safer than human drivers branding a driver assist system ""autopilot "" "
4194,4194,1.0,0.8411,"car, tesla, driver, self, one, like, get, road, drive, cars", do you have any information or facts that would back up the belief that loxs authorities believe the car was driverless no tesla has the ability to drive or begin driving without input from a driver im wondering if youve ever used autopilot 
4195,4195,6.0,0.7559,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one",this is a tragic reminder that autopilot is not autonomous driving my heart goes out to the victims and their families 
4196,4196,1.0,0.7304,"car, tesla, driver, self, one, like, get, road, drive, cars"," from the article ""both autopilot and the beta of full self driving are supposed to ensure that the driver is actually paying attention their hands are also supposed to be on the wheel ready to take over if something goes wrong "" if you skydive take a parachute "
4197,4197,2.0,0.3289,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",autopilot autopilot advanced safety and convenience features are designed to assist you with the most burdensome parts of driving autopilot introduces new features and improves existing functionality to make your tesla safer and more capable over time 
4198,4198,2.0,0.7956,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", you are confusing autopilot which most new cars have some form of with tesla's full self driving which is still in beta 
4199,4199,1.0,0.6599,"car, tesla, driver, self, one, like, get, road, drive, cars", if u operate any car without anyone in drivers seat it will not self drive autopilot is not self driving and ap supports lane assist and collision detect 
4200,4200,1.0,0.6977,"car, tesla, driver, self, one, like, get, road, drive, cars",if it's true that no one was sitting in the driver's seat and autopilot was driving 
4201,4201,4.0,0.5345,"tesla, full, self, work, drive, like, go, without, think, still",we took a nice road trip over the weekend to st michaels md during the trip the majority of the driving was done while using autopilot we wore our seatbelts i stayed in the drivers seat drove within the posted speed limits stayed alert and it performed amazingly 
4202,4202,2.0,0.8827,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","this is an appalling headline from why would they blame the technology was it not due to user following the instructions ""no one was in the driving seat at the time of the incident "" would a pilot leave the cockpit of an aircraft on autopilot "
4203,4203,7.0,0.5908,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im", good thing they're fun without ever needing autopilot ev's are safe normally you don't crash into a tree at high ros without anyone driving however do note that if you survive impact it's going to be the lithium ion battery that kills you faster than any gasoline fire will 
4204,4204,2.0,0.867,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","honestly it's insane that tesla is allowed to experiment on the public by advertising a flawed driver assist feature as ""autopilot"" and ""autonomous driving"" even after causing dozens of crashes countless injuries and a number of deaths "
4205,4205,2.0,0.5611,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", who literally named it autopliot in the first place tesla it's assisted driving and should have never marketed it as autopilot 
4206,4206,2.0,0.8145,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",when a $tsla has an accident its a newsworthy incident when a $f or $gm have an accident its not newsworthy why because accidents are rare for only one of those two brands driving a $tsla on autopilot will be as safe as flying in an airplane 
4207,4207,2.0,0.6572,"self, tesla, full, fsd, people, like, cars, driver, car, tsla"," first of all most if not all the auto pilot engaged crashes are not $tsla fault at all they are clear that the driver must maintain control if needed at all times currently $tsla autopilot is for ""assisted"" driving only period "
4208,4208,7.0,0.6566,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im", is that why they have a navigate on autopilot equivalent full on-ramp to off-ramp highway driving that performs better in several scenarios they are 7 years behind while having a better system huh 
4209,4209,2.0,0.8143,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","the unfortunate but completely foreseeable result of continued deceptive marketing of tesla's ""autopilot"" and ""full self driving"" features "
4210,4210,2.0,0.5527,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", safety report published by tesla that cherry picks data fsd/autopilot totals most of its mileage on highways which are statistically far safer than local/urban driving but the totals for other cars it compares to includes a far higher percentage of the more dangerous driving
4211,4211,2.0,0.8025,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",$tsla using autopilot and full self-driving capability before using autopilot please read your owner's manual for instructions and more safety information while using autopilot it is your responsibility to stay alert ke 
4212,4212,2.0,0.7517,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", key information is no one was driving that should never be the case as autopilot isnt fsd 
4213,4213,2.0,0.8739,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",if you call your driver assistance program autopilot and full self-driving capability then your company is 100000% at fault if people expect to be able to drive hands free its literally the name
4214,4214,1.0,0.7158,"car, tesla, driver, self, one, like, get, road, drive, cars",tesla has always advertised autopilot as driver assistant software not a fully autonomous for now driving solution this is gross negligence by the driver who was supposed to be watching the road or at a minimum sitting in the driver seat 
4215,4215,2.0,0.4784,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", neither is tesla most evidence points toward autopilot not being engaged due to user positioning you cannot engage it without someone with a seatbelt on in driver seat the vehicle did not have the full self driving package so its odd that the limited beta enters the convo
4216,4216,6.0,0.7136,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one",no one driving tesla in fatal crash - map of location in texas autopilot texas 
4217,4217,7.0,0.6341,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im", probably shouldn't be driving post 2021 then also shouldn't be buying most products as factories are automated mostly its not 1989 our world functions at a higher rate of speed due to automation if you do not have a tesla and personally used autopilot then you won't get it
4218,4218,6.0,0.5313,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one", autopilot doesnt work on some roads theres also a bias in tesla owners driving in better neighborhoods as evidenced by the blue line 
4219,4219,2.0,0.9049,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", anyone who has watched archer knows an autopilot in most cases only maintains airspeed and altitude but calling it full-self driving is the misleading part either way dont make this easy on stupid drivers/owners to shirk their responsibility 
4220,4220,1.0,0.5283,"car, tesla, driver, self, one, like, get, road, drive, cars", it just seems like thats a fast impact on a residential setting so unlikely car was driving autopilot - imho 
4221,4221,2.0,0.5067,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",no one was driving' in tesla crash that killed two men in spring texas report | tesla data shows that its auto pilot system reduces the chance of an accident by 10x vs when autopilot is not engaged 
4222,4222,2.0,0.8781,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", their fixation on the names autopilot and self-driving is just weird and counterproductive as driver assist technologies they work great i think if you intentionally bypass the safeties then the onus is on you but yes naming it self-driving is a contributing factor
4223,4223,4.0,0.4203,"tesla, full, self, work, drive, like, go, without, think, still", in hazardous driving conditions - snow/slush on road - obscuring lane lines fog poorly striped roads heavy rain etc are drivers more or less likely to rely on autopilot 
4224,4224,3.0,0.6929,"drivers, tesla, car, attention, people, self, full, still, without, one", 1 it's a sick name bro 2 autopilot didn't crash and that'll be proven 3 why can you stick a fork in the power outlet because they assume most people aren't driving stupid enough to do it 
4225,4225,1.0,0.7698,"car, tesla, driver, self, one, like, get, road, drive, cars",2 men in a tesla killed in a texas car crash at weekend no other vehicle involved neither man was in the driving seat when it happened the car was being driven on autopilot 
4226,4226,2.0,0.681,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", why do you mix autopilot with self-driving systems those are different things 
4227,4227,1.0,0.8584,"car, tesla, driver, self, one, like, get, road, drive, cars"," that's a good point the driver was taking the tesla ""for a spin"" with his buddy he could've hopped into the passenger's seat while driving to show off and then the autopilot turned off automatically "
4228,4228,1.0,0.5374,"car, tesla, driver, self, one, like, get, road, drive, cars",one on autopilot crashes and it breaks headline news millions of idiots crash while paying full attention driving everyday this is not news this is a media feeding frenzy tesla 
4229,4229,1.0,0.8427,"car, tesla, driver, self, one, like, get, road, drive, cars", you are 10 times more likely to die in an ice vehicle fire these kids were setting the car to autopilot and jumping in the back seat with no one driving 
4230,4230,2.0,0.8492,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","maybe it wasn't such a great idea to loudly tout functions called ""autopilot"" and ""full self driving"" which are neither ""automatic"" nor ""full self"" "
4231,4231,7.0,0.5096,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im"," because current ""self-driving systems"" all require constant manual intervention thus making it not an autopilot on cars "
4232,4232,1.0,0.5356,"car, tesla, driver, self, one, like, get, road, drive, cars", the refrain of only idiots would think that full self driving and autopilot means the car can drive itself every time someone tragically dies in an ap/fsd related accident gets so tiring 
4233,4233,2.0,0.49,"self, tesla, full, fsd, people, like, cars, driver, car, tsla"," it's an autopilot in the sense that it functions with similarblimitations as a commercial aircraft's autopilot but you're right that is not what consumers think of when they hear ""autopilot "" ""full self-driving "" however does not seem defensible "
4234,4234,2.0,0.7394,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", there is a problem with this driving autopilot does not work when there is no person in the driver's seat it's a difficult problem but the development of fsd should continue fsd can save many people 
4235,4235,7.0,0.5816,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im", or just compare relatively safe highway cruising where autopilot gets used most vs city driving where is the control for the fact that the average vehicle on us roads is more than 10 years old 
4236,4236,2.0,0.5486,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",can we not blame autopilot feature on these crashes that have happened how about we blame the idiots driving or not driving them when they should still be paying full attention to the road the crashes could've been avoided if the drivers were to have went hands on 
4237,4237,1.0,0.6462,"car, tesla, driver, self, one, like, get, road, drive, cars", autopilot simply enables auto steering within the current lane along with acceleration braking fsd is akin to autonomous driving w/auto lane changes based on navigation system destination detects traffic signals stop signs 
4238,4238,2.0,0.7298,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", well kinda seems fair its called autopilot so most people think it is self driving it crashes with autopilot so most people will think autopilot is not safe see how how that clever narrative thing works now 
4239,4239,4.0,0.674,"tesla, full, self, work, drive, like, go, without, think, still", so how did this enhanced expectation come from does the dictionary say that autopilot means autonomous driving 
4240,4240,1.0,0.8176,"car, tesla, driver, self, one, like, get, road, drive, cars",is there a reason the autopilot doesnt pull over stop if it doesnt detect or no longer detects a person in the driving seat 
4241,4241,1.0,0.4192,"car, tesla, driver, self, one, like, get, road, drive, cars", driving with autopilot makes you 10x less likely to experience a car accident than driving without teslas autopilot this article is fishing for clicks and is misleading you
4242,4242,2.0,0.752,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",do not use any current self-driving technology without being aware and in the driver's seat it's not ready also a tesla should not allow autopilot without a driver in the seat 
4243,4243,2.0,0.6264,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", dude its very simple tesla are not self driving and require hands ready to take the wheel at all times if you leave your seat while on autopilot you run the risk of crashing human error tesla catch fire less often then gas cars per mile this is indisputable 
4244,4244,2.0,0.5261,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", thats how teslas are right now eventually self driving will be near perfect but thats a while away for now having a human and autopilot at the wheel makes you 10x safer than without teslas autopilot 
4245,4245,2.0,0.8489,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",via qtrresearch how many people immediately sue for their full self driving deposits if the nhtsa recalls autopilot $tsla $tsla
4246,4246,2.0,0.8106,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",how many people immediately sue for their full self driving deposits if the nhtsa recalls autopilot $tsla
4247,4247,1.0,0.6398,"car, tesla, driver, self, one, like, get, road, drive, cars",ok that tsla $tsla thing is a minor setback but a major software check on that self driving system needs to be done no point touting that the autopilot leads the competition when all we see are charred bodies from ai errors 
4248,4248,1.0,0.5696,"car, tesla, driver, self, one, like, get, road, drive, cars", it does require the driver to be in the driver seat but the issue is the term autopilot conveys much more self driving functionality than what is actually offered
4249,4249,2.0,0.8465,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",self-driving sd car hype exceeds reality sd uber killed pedestrian in az model s on autopilot drove under semi killing driver in az case cops 1st blamed pedestrian of course autopilot future predicted by 2020 really 737 max autopilot glitch autopilotdeath teslabugs 
4250,4250,6.0,0.3844,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one", yeah from my brief time working in robotics imo real self-driving car scientists think an autopilot for long-haul trucking is the ethical commercial application and outside of research projects with a human ready to take the wheel it's just not ready for city streets 
4251,4251,2.0,0.4192,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla cars have an autopilot feature so do our airplanes but we don't find planes without pilots now do we our hearts to those who lost their lives in this tragic accident and wish health to the next of kin roadsafety safety safetyfirst drive driving road drivesafe 
4252,4252,2.0,0.8667,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", it's not musk who is responsible for what people do with the cars there is a clear warning message that you have to acknowledge to enable autopilot or fsd it says that you as a driver are responsible for monitoring the driving it's your own fault if you fail to do that 
4253,4253,2.0,0.8531,"self, tesla, full, fsd, people, like, cars, driver, car, tsla"," the use of ""full self driving"" or ""autopilot"" as a software name should have been forbidden a long time ago a name shouldn't be misleading on what a software is capable off "
4254,4254,2.0,0.511,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",lots of news about teslas autopilot system today and how it caused a crash with nobody in the drivers seat but thats just it - nobody was in the drivers seat which is currently required to engage ap also ap isnt full self driving yet even the beta isnt fsd 
4255,4255,2.0,0.5946,"self, tesla, full, fsd, people, like, cars, driver, car, tsla"," no per article ""full self-driving"" will be the name for the new mode out later this year meanwhile germany's banned tesla from using the phrases ""autopilot inclusive"" and ""full potential for autonomous driving"" entirely "
4256,4256,1.0,0.4904,"car, tesla, driver, self, one, like, get, road, drive, cars", actually no - customers who paid 10k for teslas autopilot agree to not be idiots like these two and stay in the drivers seat while the car is driving the current ap build doesnt allow a driver not to be in the seat they must have tricked the system 
4257,4257,2.0,0.6156,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", i mean it is pretty cool and can do more complex things like change lanes on its own etc but in the end it's not a full autopilot that one is coming later and they call it full self driving 
4258,4258,2.0,0.4743,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",if they weren't using autopilot but the car was driving itself maybe they were fsd beta testers would be quite the story for someone to break if true $tslaq
4259,4259,2.0,0.8872,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", it's time to required all drivers who are going to use autopilot to watch tesla fatal crash videos most people who want full self driving feature may already have watched those videos 
4260,4260,1.0,0.861,"car, tesla, driver, self, one, like, get, road, drive, cars", there was no one in the drivers seat either the car was on autopilot/full self driving when it crashed or the 2 men in the car were burned alive trying to get out of the car but couldnt because the doors malfunctioned both scenarios and the battery fire merit recalls 
4261,4261,2.0,0.8039,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", autopilot and full self driving are not the same thing full self driving is still in beta and is not widely available 
4262,4262,1.0,0.8838,"car, tesla, driver, self, one, like, get, road, drive, cars"," gotta wonder if will ever face consequences for overstating the capabilities of ""autopilot"" that was my first thought when i read the story yesterday afterthought disclaimers aside he has clearly encouraged letting the car do the driving "
4263,4263,6.0,0.3821,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one", which is why i am always upset at those who admit to driving on autopilot hands free or doing other stuff at the end of the day thats to bad reporting and people who dont understand tesla gets blamed unnecessarily 
4264,4264,2.0,0.5106,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",autopilot' 'full self driving' 
4265,4265,1.0,0.7384,"car, tesla, driver, self, one, like, get, road, drive, cars", autopilot isn't self driving or self flying it takes some basic controls but still needs a pilot/driver to be supervising and engaged they must have buckled the seat belt with weights in the seat started the car driving and then changed seat new tesla also have interior camera
4266,4266,1.0,0.4998,"car, tesla, driver, self, one, like, get, road, drive, cars"," because they got caught in a lie saying this ""the court ruled that tesla cant use phrases including ""full potential for autonomous driving"" and ""autopilot inclusive"" as those phrases suggest to customers that the vehicles can drive on their own without any human intervention"
4267,4267,1.0,0.7487,"car, tesla, driver, self, one, like, get, road, drive, cars", do it mate its a really unique driving experience in 40 mins of driving i only used the brakes a couple of times as it has regenerative brakes which slow the car down to a stop as soon as you take your foot off the accelerator also autopilot is scary cool 
4268,4268,1.0,0.9041,"car, tesla, driver, self, one, like, get, road, drive, cars", second who however activated that autopilot and sat in the passenger seat is automatically responsible how come we can get a ticket for driving on ap and using our phone but no one driving the car becomes headline for the accident straight bs
4269,4269,1.0,0.3801,"car, tesla, driver, self, one, like, get, road, drive, cars", you were right and i was wrong here it comes however driving a car with nobody in the drivers seat is criminally negligent with tesla press always blames autopilot instead of the irresponsible operators who tragically lost their lives 
4270,4270,1.0,0.6383,"car, tesla, driver, self, one, like, get, road, drive, cars",some people think videos like this are not really while autopilot was on if that were true you wouldnt expect to see much differences in the data uploaded to tesla yesterday vs any other day of driving oh hi massive data upload to tesla wonder what it could be 
4271,4271,2.0,0.4854,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",the company warns customers that its driver-assist system called autopilot is not an autonomous-driving program and that they must pay attention and be ready to take control of the vehicle 
4272,4272,1.0,0.8689,"car, tesla, driver, self, one, like, get, road, drive, cars", teslas with autopilot engaged are almost 10x safer than you driving a car jacob and probably 100x more capable of making split second decisions than a journalist who decided to write this fud
4273,4273,1.0,0.8099,"car, tesla, driver, self, one, like, get, road, drive, cars",$tsla fell in early trading after a model s that no one appeared to be driving crashed in texas bursting into flames and killing the two passengers it's unclear whether autopilot was engaged 
4274,4274,2.0,0.8201,"self, tesla, full, fsd, people, like, cars, driver, car, tsla"," because elon thought it sounded cool they do have a full self driving option ""coming soon"" that is really meant to be an autopilot "
4275,4275,2.0,0.7296,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", autopilot is a level 2 autonomous driving full self driving could be level 4 or 5
4276,4276,2.0,0.7557,"self, tesla, full, fsd, people, like, cars, driver, car, tsla"," it's bizarre how saint elon has been so consistent about the limitations of driver assist and yet so many people got the message that the car can drive itself must be 100% their fault and not musk's for using words like ""autopilot"" and ""fully self-driving"" "
4277,4277,2.0,0.6502,"self, tesla, full, fsd, people, like, cars, driver, car, tsla"," and the box of q-tips say not to put them in ears but everyone knows what they're for now we've reached the point where people pretend there are alternate definitions for words like ""autopilot"" and ""fully self-driving"" that existed before musk was born "
4278,4278,2.0,0.5584,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",what tesla calls autopilot is in fact a semi-autonomous driving system that can guide a car under limited circumstances 
4279,4279,2.0,0.7746,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", its about 1/10th as frequently as ice cars that fires occur elon states publicly all the time that when a driver is supervising ap it is 10x safer you need to be supervising still for those stats its autopilot still not fall asleep self driving deployed in cars today 
4280,4280,2.0,0.8678,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", if you owned a tesla you would know that autopilot and full self driving fsd are definitely to different softwares for the car and fsd isnt released yet 
4281,4281,6.0,0.5181,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one",this means insurance providers could offer lower premiums when driving a car on autopilot 
4282,4282,2.0,0.5473,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","periodic reminder self-driving car tech is dangerous ""the national highway traffic safety administration said last month that it was investigating nearly two dozen crashes involving teslas that either were using autopilot or might have been using it "" "
4283,4283,1.0,0.7503,"car, tesla, driver, self, one, like, get, road, drive, cars"," gary so long as tesla has this ""autopilot"" on all their cars every accident will send tesla's stocks in a ""tailspin"" too better not have this feature and let us enjoy driving also don't take jobs away from our taxi drivers they have family to feed "
4284,4284,2.0,0.6223,"self, tesla, full, fsd, people, like, cars, driver, car, tsla"," we mock him for using the term ""autopilot"" even as it kills people ""what tesla calls autopilot is in fact a semi-autonomous driving system that can guide a car under limited circumstances "" "
4285,4285,2.0,0.825,"self, tesla, full, fsd, people, like, cars, driver, car, tsla"," it's not clear because your god-emperor musk contradicts these disclaimers when he tells everyone there's already ""autopilot"" and ""full self-driving"" "
4286,4286,2.0,0.5851,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",without training on modes of operation and use of autopilots this will keep happening the same standards for autopilot use in aircraft need to be adopted for road vehicals 'no one was driving' in tesla crash that killed two men 
4287,4287,2.0,0.7537,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", so you think the 'driver' jumped in the back seat with autopilot off maybe 'full self driving' costs extra and shouldn't need an autopilot 
4288,4288,2.0,0.7787,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", known fact 10x safer than human driving and still in beta tesla autopilot teslacrash
4289,4289,1.0,0.7834,"car, tesla, driver, self, one, like, get, road, drive, cars", its not a driverless car nobody ever said it was somebody set off driving then engaged autopilot and decided to be an indoor and climb into a different seat this is entirely thier fault 
4290,4290,1.0,0.5875,"car, tesla, driver, self, one, like, get, road, drive, cars", i driving with autopilot engaged better than the rest
4291,4291,1.0,0.6483,"car, tesla, driver, self, one, like, get, road, drive, cars",something very odd going on here i hope gets to the bottom of it and releases statement umanzor said the two crash victims were born in 1962 and 1951 a 59 and a 70 year old would not fully trust autopilot for no one to be driving $tsla 
4292,4292,1.0,0.6907,"car, tesla, driver, self, one, like, get, road, drive, cars",tesla on 'full autopilot' - none of the two passengers was driving - crashed and killed both i don't want to share the road with one of those fu****g things instead of the tree they could have hit another vehicle bike of pedestrian 
4293,4293,6.0,0.3678,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one", whats the allure of the autopilot serious question not trolling if something goes terribly wrong potentially your life and someone elses could be forever ruined is it supposed to be safer or is it so we can check emails do tasks etc while driving 
4294,4294,1.0,0.4992,"car, tesla, driver, self, one, like, get, road, drive, cars",autopilot &gt human driving
4295,4295,1.0,0.6141,"car, tesla, driver, self, one, like, get, road, drive, cars", i enjoy driving and really wouldnt want to get in a vehicle on autopilot 
4296,4296,1.0,0.6396,"car, tesla, driver, self, one, like, get, road, drive, cars", learning from this autopilot apna haath jagannath never trust technology to save u from road accident accident can happen becos of error from incoming vehicle driver or failure not software 2 precious lives lost trust only ur driving skills 
4297,4297,1.0,0.9071,"car, tesla, driver, self, one, like, get, road, drive, cars",tesla crash in houston it's either - driver rigged the tesla to disable safety features preventing the car from disengaging autopilot - someone else was driving the car and left the scene - more suspicious shit in all 3 scenarios tesla is not to blame why the witch hunt 
4298,4298,2.0,0.5009,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",two men have died in a fiery crash after a tesla on autopilot with no one driving crashed into a tree catching alight 
4299,4299,2.0,0.8708,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", a half-assed self driving system is worse than no self-driving system a proper safety system should babysit me like abs not the other way around like tesla's half-assed autopilot 
4300,4300,2.0,0.7547,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", yes but if you took over just before a crash would that statistically count as you driving or autopilot this could skew the stats in teslas favour 
4301,4301,1.0,0.6617,"car, tesla, driver, self, one, like, get, road, drive, cars", autopilot is not full self driving so if they left the driver seat while in autopilot thats user error its just like when you loose traction on cruise control cruise turns off you have to retake control of acceleration in this case they left no one to take control of driving
4302,4302,1.0,0.541,"car, tesla, driver, self, one, like, get, road, drive, cars", tesla doesnt currently have full self driving autopilot isnt full self driving what most likely occurred is they put it into autopilot with a high cruise speed where they then switched seats came up to a sharp turn autopilot turnsoff due to speed and crashes with no driver
4303,4303,2.0,0.7695,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", i wonder where the confusion comes from maybe selling a product called full self driving and constantly overstating the capabilities of autopilot has something to do with it strange that tesla seems to be the only manufacturer constantly having this issue 
4304,4304,2.0,0.7275,"self, tesla, full, fsd, people, like, cars, driver, car, tsla","how is this stuff still allowed to be called ""autopilot"" and ""full self driving"" "
4305,4305,1.0,0.9062,"car, tesla, driver, self, one, like, get, road, drive, cars", you meant no way 59 and 69 years old know how to activate autopilot seriously 1 no way autopilot was activated in this no lanes road 2 the police said the car was driving fast which autopilot follow speed limit 3 autopilot comes to a full stop if the seatbelt out 
4306,4306,1.0,0.623,"car, tesla, driver, self, one, like, get, road, drive, cars", you have to drive not me i am driving a tesla with autopilot daily i know already how and where it works you dont and the journalist above it was reported to be a high speed accident autopilot does not permit high speed driver fled or crawled back horrid
4307,4307,2.0,0.5279,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla q1 safety report shows yoy rise in autopilot accidents what you need to know tesla inc s nasdaq tsla vehicle safety report for the first quarter of 2021 shows that the average distance per accident while driving on autopilot has declined 
4308,4308,4.0,0.6304,"tesla, full, self, work, drive, like, go, without, think, still", agreed and i hope so i definitely drive less agressively on autopilot setting lower top speeds than i'd be tempted to drive manually and the majority of my driving miles are on autopilot these days it's a good trend 
4309,4309,1.0,0.8156,"car, tesla, driver, self, one, like, get, road, drive, cars", how can any of them was driving the car since no one was on the driver seat tesla legally advised driver supervision for autopilot 
4310,4310,1.0,0.7511,"car, tesla, driver, self, one, like, get, road, drive, cars",its time to take of the gloves and and show the fud news that their giving out wrong information about for ex the crash that killed to persons if there was nobody in the driving seat and autopilot was engaged this would have happened 
4311,4311,1.0,0.5337,"car, tesla, driver, self, one, like, get, road, drive, cars", the autopilot was not engaged in this accident you are a journalist should have started investing how the autopilot works where it could be started what would be the maximum driving speed on autopilot in that area etc the horrific fact is the driver might have moved after 
4312,4312,4.0,0.7055,"tesla, full, self, work, drive, like, go, without, think, still", okay this tweet is ironic but also i really do go on autopilot when driving 
4313,4313,1.0,0.5677,"car, tesla, driver, self, one, like, get, road, drive, cars", because autopilot does not pilot your car automatically and full self driving never drives your car fully 
4314,4314,2.0,0.6006,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",a fiery tesla crash killed two people outside of houston authorities say nobody was driving smartnews tesla has come under fire for the way some drivers abuse its driver-assistance technology autopilot 
4315,4315,2.0,0.847,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", show me those facts i completely agree calling these systems autopilot and full self driving is a bad idea but there is not much to see beyond that 
4316,4316,2.0,0.6936,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",several accidents probably caused by tesla autopilot shows how difficult is to reqch an even higher level of automation in autonomous driving 
4317,4317,2.0,0.6099,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", i don't think tesla has said it's ok to not have a driver in the driver's seat also they claim autopilot is safer than standard driving based on miles traveled 
4318,4318,2.0,0.431,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", does tesla non-autopilot include city driving just asking because if tesla autopilot is mostly highway driving and non-autopilot includes all city driving that would kind of distort numbers i'm a tesla owner and honestly curious 
4319,4319,2.0,0.7476,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla crash kills 2 in us police say 'no one was driving' autopilot tesla 
